"Title","Href","Author","Date","Abstract","Keywords","University Name"
"Innovation and new product development in SMEs: an investigation of Scottish food industry","https://researchportal.port.ac.uk/en/publications/innovation-and-new-product-development-in-smes-an-investigation-o","Vyas, V.; Masson, R.; Laing, S.; Craig, A.","2007","Innovation is one of the most reported determinants of business success. Much of research on business innovation, however, is focussed on high-tech sectors and innovation studies of low-tech businesses are rare. This paper reporting a doctoral research on innovation in Scottish food industry attempts to address this lacuna. Another impetus for this study stems from the fact that though Scotland has historically been at the vanguard of scientific, industrial and business innovations, it has legged behind recently and has consequently become one of the less competitive regions within Europe. This study of innovation in one of Scotland’s major industries is thus both interesting and relevant. This paper reports results of semi-structured personal interviews and personality tests of innovativeness of key decision makers in 8 Scottish food companies known for innovation. The results show that the personality of people responsible for new product development plays a significant role in giving a business its innovative proclivity. Innovative food companies in Scotland follow an analogous process of idea generation, validation, implementation and full product deployment with some minor, though, significant departures. Innovators in Scottish food industry consider packaging innovation an inseparable part of product innovation. They, however, largely shun creation of healthier versions of foods, as an innovation option.  A major finding of this study -supermarkets as the main drivers of innovation in Scottish food industry- is a revelation and raises need to revisit their role in regeneration of regional economies. ","Tech","University of Manchester"
"Axial compressive behavior and energy absorption of syntactic foam-filled GFRP tubes with lattice frame reinforcement","https://researchportal.port.ac.uk/en/publications/axial-compressive-behavior-and-energy-absorption-of-syntactic-foa","Jin, Q.; Wang, J.; Chen, J.; Bao, F.","1 Nov 2022","A kind of innovative foam-filled glass fiber-reinforced polymer (GFRP) tube with lattice frame reinforcement was proposed for improving energy absorption capacity. The crushing experimental results revealed that lattice frame reinforcement contributed to increasing compressive strength and energy absorption, by ∼33 and 90%, respectively, for syntactic foam-filled GFRP tubes and their plateau stress almost increased to peak strength. Decreasing distances between transverse or vertical bars resulted in increasing energy absorption in composite columns with GFRP shells. The effects of lattice frames on the mechanical behaviors of composite columns without GFRP shells was less significant compared to columns with shells. Under the same content in foam cores, the energy absorption ability of syntactic foam-filled GFRP tubes with lattice frame reinforcement was much higher than that of specimens reinforced by MWCNTs. In addition, an analytical model considering the local buckling of lattice frames was proposed to predict the ultimate crushing load of composite columns with reinforcement. The analytical solutions agreed well with experimental results. This study provided a promising approach for designing a lightweight composite column with a high capacity for energy absorption, which could be used as an energy absorption member in engineering structures.","Tech","University of Manchester"
"Low-velocity impact responses and CAI properties of synthetic foam sandwiches","https://researchportal.port.ac.uk/en/publications/low-velocity-impact-responses-and-cai-properties-of-synthetic-foa","Wang, J.; Li, J.; GangaRao, H.; Liang, R.; Chen, J.","15 Jul 2019","This paper presents experimental and analytical studies on impact and compression after impact (CAI) responses of sandwiches with glass fiber reinforced polymer (GFRP) skins and synthetic foam cores under low-velocity impacting. The impact test results showed that the penetration depth of GFRP panels with synthetic foam is much smaller than that of bare synthetic foam panels. The edgewise compression test results indicated the facesheet debonding dominates the failure mode of the sandwich panels without lattice webs, while the failure mode of the sandwich panels with lattice webs is predominated by the wrinkling and delamination of the facesheets and the crushing of foam core. The influences of applied impact energy, GFRP lay-up, synthetic foam density and the existence of webs on the impact and post impact behavior of sandwich panels are discussed herein. Analytical models are proposed to predict the residual ultimate edgewise compressive load capacity of sandwich panels with lattice webs after impacts, using energy principles and variational methods in applied mechanics. The influences from impact damage, the local buckling of the facesheets and the confined strength of the foam core are measured and compared well with proposed analytical models.","Tech","University of Manchester"
"Patent information retrieval: approaching a method and analysing nanotechnology patent collaborations","https://researchportal.port.ac.uk/en/publications/patent-information-retrieval-approaching-a-method-and-analysing-n","Ozcan, S.; Islam, N.","May 2017","Many challenges still remain in the processing of explicit technological knowledge documents such as patents. Given the limitations and drawbacks of the existing approaches, this research sets out to develop an improved method for searching patent databases and extracting patent information to increase the efficiency and reliability of nanotechnology patent information retrieval process and to empirically analyse patent collaboration. A tech-mining method was applied and the subsequent analysis was performed using Thomson data analyser software. The findings show that nations such as Korea and Japan are highly collaborative in sharing technological knowledge across academic and corporate organisations within their national boundaries, and China presents, in some cases, a great illustration of effective patent collaboration and co-inventorship. This study also analyses key patent strengths by country, organisation and technology.","Tech","University of Manchester"
"Factors influencing the performance of porous wind shields","https://researchportal.port.ac.uk/en/publications/factors-influencing-the-performance-of-porous-wind-shields","Xu, Y.; Virk, M. S.; Knight, J.; Mustafa, M. Y.; Haritos, G.","2013","Porosity, porosity distribution, porous shape, porous size, thickness of shield, shield
height &width, and shield orientation are the factors that influence the performance of porous wind
shields. Among them, porosity is the most important factor in determining the performance of
porous shields. However shield height & width have major impacts on the performance of shields.
The remaining factors play less significant influences on the performance of the shield, but they
remain researching interests to be further studied.","Tech","University of Manchester"
"An integrated model for marine fishery management in the Pearl River Estuary: linking socio-economic systems and ecosystems","https://researchportal.port.ac.uk/en/publications/an-integrated-model-for-marine-fishery-management-in-the-pearl-ri","Wang, Y.; Hu, J.; Pan, H.; Li, S.; Failler, P.","1 Feb 2016","The paper devises an integrated ecological–economics–social model to assess the implementation of ecosystem-based fisheries management in the Pearl River Estuary (PRE) in the South China Sea (SCS). In particular, this paper presents the development of an integrated model, which links a regional economics social accounting matrix (SAM) model to an ecological model constructed using Ecopath with Ecosim (EwE) software. The impacts on the ecological–economics–social system are examined by varying fishing efforts for four scenarios, including status quo management, fishing effort reduction policy, fishing gear switch policy, and summer closure extension policy. Key results from the predictions (2010-2020) and policy simulations illustrate that the collapse effect is apparent in the status quo scenario. Further, reducing or switching of fishing effort (e.g. elimination of overfishing and reduced habitat disturbance) positively affects the ecosystem and can lead to economic and social welfare gains in the PRE’s economy. The gear switch scenario presents a compromise among the economics, social, and conservation metrics, and also outperforms other scenarios in terms of biomass at the end of the simulation period. The fishing effort reduction policy performs better than the summer closure extension policy in terms of the conservation metrics but does relatively poorly in economic terms.","Tech","University of Manchester"
"Ecosystem-based fisheries management in the Pearl River Delta: applying a computable general equilibrium model","https://researchportal.port.ac.uk/en/publications/ecosystem-based-fisheries-management-in-the-pearl-river-delta-app","Wang, Y.; Hu, J.; Pan, H.; Failler, P.","1 Feb 2020","A comprehensive social-economic-ecological framework is applied to evaluate the input and output control policies for fishery management in the Pearl River Delta of China. The paper proposes a computable general equilibrium model that can evaluate changes in the economic and social indicators. This model is connected to an Ecopath with Ecosim model that can simulate the dynamics of an ecosystem. The integrated model is constructed to investigate how different scenarios of fishing effort and catch management reflecting varying levels of input and output in four fishery management simulations result in different states of the socio-economic and ecosystem structure. Four alterative fishing management scenarios are defined, namely: (1) fishing intensity and policies maintain the status quo; (2) fishing vessel reduction is implemented as an input control policy; (3) fishermen are required to transfer to others jobs as an input control policy; and (4) total landing reduction is implemented as an output control policy. The modelling results show that the output control policy has the most positive effect on ecosystem restoration and can increase overall social welfare. The fishermen switching policy leads to the most positive increase in economic indicators, whereas the policy of fishing vessels reduction has a positive effect on ecosystem restoration, but also a considerable, negative impact on the social and economic dimensions. To achieve sustainable utilisation of marine fishery resources, China's fisheries management policies should be developed to enhance total output control and ecosystem reconstruction.","Tech","University of Manchester"
"An approach to gain more with less concessions: transitive strategic responses of organizations under the effect of organizational identity and relations with environment","https://researchportal.port.ac.uk/en/publications/an-approach-to-gain-more-with-less-concessions-transitive-strateg","Aracı, Ö.; Boal, K. B.; Gurbuz, G.","1 Jun 2020","Strategic responses of organizations can be triggered by both environmental and organizational antecedents. Even though environments impose some constraints on organizations, they still have a range of response. We find that newspapers, in Turkey, have three different identi-ties. One rooted in journalistic values. One rooted in running the newspaper as a business. And one rooted in maintaining its leadership role. These identities trigger three different transitive strategic responses. A transitive response is one in which an organization has an attack and a fall-back position. Further, we show how the link between an organization’s identity and its strategic response is moderated by the dominance of relations with institutional environment and the dominance of relations with technical environment. We tested these ideas in a pilot test with supportive interviews, and then in a large scale quantitative study.","Tech","University of Manchester"
"Further exploring international entrepreneurial cognitions: the case of the Middle-East","https://researchportal.port.ac.uk/en/publications/further-exploring-international-entrepreneurial-cognitions-the-ca","Vahidnia, H.; Mitchell, J. R.; Smith, J. B.; Assaf, A. M.; Mitchell, R. K.; Araci, Ö.","1 Jun 2019","Scholars argue that at least some entrepreneurial cognition is global; but there is little evidence to test this claim in the Middle East. For this region, composed of several countries with distinct socioeconomic contexts, even baseline descriptions are rare. Indeed, some have used the case of Middle East to challenge the global nature of entrepreneurial cognitions among individual entrepreneurs. Using data from 577 entrepreneurs and professionals in Egypt, Iran, Saudi Arabia, and Turkey, four of the largest countries in the region, we study the extent to which entrepreneurial cognitions occur and explain an entrepreneurial mindset in this context.","Tech","University of Manchester"
"Internet banking in Nigeria: cyber security breaches, practices and capability","https://researchportal.port.ac.uk/en/publications/internet-banking-in-nigeria-cyber-security-breaches-practices-and","Wang, V.; Nnaji, H.; Jung, J.","1 Sept 2020","This paper reports the findings from a research project on cyber security in the Nigerian Internet banking industry, by presenting the main cyber security breaches it has experienced, along with its cyber security capability and practices. An online survey was conducted with 100 randomly recruited experienced professionals working in both the Nigerian banking and banking security service sectors. Our findings reveal a transformation of the Nigerian cybercrime industry from low-tech cyber-enabled crimes to high-tech sophisticated breaches, with viruses, worms or Trojan infections; electronic spam mails; and hacking being the top three most experienced breaches. In term of cyber security practices, banking professionals have received adequate management in both support and training. The lack of advanced technologies to prevent and address cyber security breaches and the unsatisfactory level of legislative compliance, together, appear to be the primary factors that have reduced cyber security capability in our sample of banks.","Tech","University of Manchester"
"Exploring Angiosperms353: developing and applying a universal toolkit for flowering plant phylogenomics","https://researchportal.port.ac.uk/en/publications/exploring-angiosperms353-developing-and-applying-a-universal-tool","McDonnell, A. J.; Baker, W. J.; Dodsworth, S.; Forest, F.; Graham, S. W.; Johnson, M. G.; Pokorny, L.; Tate, J.; Wicke, S.; Wickett, N. J.","26 Jul 2021","None","Tech","University of Manchester"
"‘Look this way’: using gaze maintenance to facilitate the detection of children's false reports","https://researchportal.port.ac.uk/en/publications/look-this-way-using-gaze-maintenance-to-facilitate-the-detection-","Lawrence, H.; Akehurst, L.; Leach, A-M.; Cherryman, J.; Vrij, A.; Arathoon, M.; Vernham, Z.","16 Jan 2017","In two experiments, we investigated whether imposing a secondary task is an effective technique for detecting child deceit. First, 85 children aged 8 to 11 years old provided either a true or false report of a recent school event. At interview, some children were asked to gaze towards either the interviewer's face (IF) or a teddy bear's face (TF), whereas some children were given no gaze instruction. In both the IF and TF conditions, lie-tellers provided significantly fewer details than truth-tellers. A total of 192 adult evaluators then judged the credibility of 10 children's reports from one of the three ‘gaze’ conditions with and without guidance on level of detail. Evaluators discriminated truths from lies successfully when judging children instructed to look at IF, but not when children were asked to gaze towards TF. Evaluators who received guidance demonstrated better discrimination between true and false reports than evaluators who received no such information. ","Tech","University of Manchester"
"Exploring Angiosperms353: an open, community toolkit for collaborative phylogenomic research on flowering plants","https://researchportal.port.ac.uk/en/publications/exploring-angiosperms353-an-open-community-toolkit-for-collaborat","Baker, W. J.; Dodsworth, S.; Forest, F.; Graham, S. W.; Johnson, M. G.; McDonnell, A.; Pokorny, L.; Tate, J. A.; Wicke, S.; Wickett, N. J.","27 Jul 2021","None","Tech","University of Manchester"
"Hyb-seq for flowering plant systematics","https://researchportal.port.ac.uk/en/publications/hyb-seq-for-flowering-plant-systematics","Dodsworth, S.; Pokorny, L.; Johnson, M. G.; Kim, J. T.; Maurin, O.; Wickett, N. J.; Forest, F.; Baker, W. J.","1 Oct 2019","High-throughput DNA sequencing (HTS) presents great opportunities for plant systematics, yet genomic complexity needs to be reduced for HTS to be effectively applied. We highlight Hyb-Seq as a promising approach, especially in light of the recent development of probes enriching 353 low-copy nuclear genes from any flowering plant taxon.","Tech","University of Manchester"
"TOK channels use the two gates in classical K+ channels to achieve outward rectification","https://researchportal.port.ac.uk/en/publications/tok-channels-use-the-two-gates-in-classical-ksupsup-channels-to-a","Lewis, A.; McCrossan, Z. A.; Manville, R.; Popa, O.; Cuello, L.; Goldstein, S.","30 Jun 2020","TOKs are outwardly rectifying K+ channels in fungi with two pore-loops and eight transmembrane spans. Here, we describe the TOKs from four pathogens that cause the majority of life-threatening fungal infections in humans. These TOKs pass large currents only in the outward direction like the canonical isolate from Saccharomyces cerevisiae (ScTOK), and distinct from other K+ channels. ScTOK, AfTOK1 (Aspergillus fumigatus) and H99TOK (Cryptococcus neoformans grubii) are K+-selective and pass current above the K+ reversal potential. CaTOK (Candida albicans) and CnTOK (Cryptococcus neoformans neoformans) pass both K+ and Na+ and conduct above a reversal potential reflecting the mixed permeability of their selectivity filter. Mutations in CaTOK and ScTOK at sites homologous to those that open the internal gates in classical K+ channels are shown to produce inward TOK currents. A favored model for outward rectification is proposed whereby the reversal potential determines ion occupancy, and thus conductivity, of the selectivity filter gate that is coupled to an imperfectly restrictive internal gate, permitting the filter to sample ion concentrations on both sides of the membrane.","Tech","University of Manchester"
